year_month;community;zone;is_freehold;secondary_price_per_sqft_usd;secondary_price_per_m2_usd;offplan_price_per_sqft_usd;rental_price_per_sqft_annual_usd;n_listings_secondary;n_listings_offplan;n_listings_rental;cbuae_base_rate_pct;avg_mortgage_rate_pct
2024-04;Al Nahda;Al Nahda;FALSE;285;3070;;19;17;0;12;05.04;06.09
2024-05;Al Nahda;Al Nahda;FALSE;279;3008;;18;55;0;118;05.04;06.09
2024-06;Al Nahda;Al Nahda;FALSE;285;3067;;19;77;0;80;05.04;06.09
2024-07;Al Nahda;Al Nahda;FALSE;288;3097;;19;64;0;39;0,211805556;06.15
2024-08;Al Nahda;Al Nahda;FALSE;285;3069;;19;113;0;27;0,211805556;06.15
2024-09;Al Nahda;Al Nahda;FALSE;282;3039;;18;118;0;31;0,211805556;06.15
2024-10;Al Nahda;Al Nahda;FALSE;286;3083;;19;52;0;98;0,211805556;06.15
2024-11;Al Nahda;Al Nahda;FALSE;282;3038;;18;57;0;54;0,211805556;06.15
2024-12;Al Nahda;Al Nahda;FALSE;278;2990;;18;56;0;113;0,211805556;06.15
2025-01;Al Nahda;Al Nahda;FALSE;287;3093;;19;152;0;114;0,211805556;06.15
2025-02;Al Nahda;Al Nahda;FALSE;271;2913;;18;89;0;81;0,211805556;06.15
2025-03;Al Nahda;Al Nahda;FALSE;279;3008;;18;82;0;72;0,211805556;06.15
2025-04;Al Nahda;Al Nahda;FALSE;277;2984;;18;84;0;60;0,211805556;06.15
2025-05;Al Nahda;Al Nahda;FALSE;276;2976;;18;42;0;117;0,211805556;06.15
2025-06;Al Nahda;Al Nahda;FALSE;266;2861;;17;17;0;90;0,211805556;06.15
2025-07;Al Nahda;Al Nahda;FALSE;276;2970;;18;104;0;75;04.00;05.05
2025-08;Al Nahda;Al Nahda;FALSE;280;3019;;18;35;0;76;04.00;05.05
2025-09;Al Nahda;Al Nahda;FALSE;287;3092;;19;165;0;54;04.00;05.05
2025-10;Al Nahda;Al Nahda;FALSE;286;3076;;19;36;0;52;04.00;05.05
2025-11;Al Nahda;Al Nahda;FALSE;276;2971;;18;67;0;17;04.00;05.05
2025-12;Al Nahda;Al Nahda;FALSE;281;3024;;18;16;0;84;04.00;05.05
2026-01;Al Nahda;Al Nahda;FALSE;287;3085;;19;72;0;32;04.00;05.05
2026-02;Al Nahda;Al Nahda;FALSE;275;2964;;18;76;0;111;04.00;05.05
2026-03;Al Nahda;Al Nahda;FALSE;264;2847;;17;95;0;88;04.00;05.05
2026-04;Al Nahda;Al Nahda;FALSE;281;3029;;18;133;0;101;04.00;05.05
2020-01;Dubailand;Dubailand;TRUE;148;1592;6,71;10;59;27;21;01.05;03.00
2020-02;Dubailand;Dubailand;TRUE;147;1582;6,79;10;164;19;27;01.05;03.00
2020-03;Dubailand;Dubailand;TRUE;148;1595;6,92;10;76;70;64;01.05;03.00
2020-04;Dubailand;Dubailand;TRUE;148;1591;6,75;10;69;74;27;00.04;01.09
2020-05;Dubailand;Dubailand;TRUE;154;1659;6,96;10;65;10;115;00.04;01.09
2020-06;Dubailand;Dubailand;TRUE;146;1573;6,71;10;108;25;119;00.04;01.09
2020-07;Dubailand;Dubailand;TRUE;152;1634;7,00;10;115;18;36;00.04;01.09
2020-08;Dubailand;Dubailand;TRUE;146;1570;6,58;9;70;78;14;00.04;01.09
2020-09;Dubailand;Dubailand;TRUE;142;1529;6,50;9;119;21;99;00.04;01.09
2020-10;Dubailand;Dubailand;TRUE;141;1522;6,58;9;95;74;116;00.04;01.09
2020-11;Dubailand;Dubailand;TRUE;142;1524;6,58;9;36;63;16;00.04;01.09
2020-12;Dubailand;Dubailand;TRUE;144;1554;6,50;9;60;30;37;00.04;01.09
2021-01;Dubailand;Dubailand;TRUE;143;1535;6,50;9;131;19;46;00.04;01.09
2021-02;Dubailand;Dubailand;TRUE;148;1590;6,83;10;170;43;44;00.04;01.09
2021-03;Dubailand;Dubailand;TRUE;152;1641;7,08;10;21;66;53;00.04;01.09
2021-04;Dubailand;Dubailand;TRUE;153;1645;7,21;10;89;22;76;00.04;01.09
2021-05;Dubailand;Dubailand;TRUE;152;1639;6,67;10;116;51;14;00.04;01.09
2021-06;Dubailand;Dubailand;TRUE;160;1720;7,21;10;55;20;36;00.04;01.09
2021-07;Dubailand;Dubailand;TRUE;160;1726;7,42;10;19;27;70;00.04;01.09
2021-08;Dubailand;Dubailand;TRUE;170;1833;7,46;11;85;38;21;00.04;01.09
2021-09;Dubailand;Dubailand;TRUE;170;1828;7,67;11;23;49;14;00.04;01.09
2021-10;Dubailand;Dubailand;TRUE;158;1704;7,04;10;91;28;111;00.04;01.09
2021-11;Dubailand;Dubailand;TRUE;168;1811;7,58;11;50;41;99;00.04;01.09
2021-12;Dubailand;Dubailand;TRUE;172;1856;8,13;11;65;55;72;00.04;01.09
2022-01;Dubailand;Dubailand;TRUE;175;1886;8,25;11;47;61;102;00.04;01.09
2022-02;Dubailand;Dubailand;TRUE;187;2012;8,71;12;104;54;85;00.04;01.09
2022-03;Dubailand;Dubailand;TRUE;192;2063;8,96;12;132;10;46;00.04;01.09
2022-04;Dubailand;Dubailand;TRUE;192;2067;9,00;12;177;35;10;01.04;02.09
2022-05;Dubailand;Dubailand;TRUE;204;2195;9,13;13;95;28;65;01.04;02.09
2022-06;Dubailand;Dubailand;TRUE;200;2156;9,29;13;172;71;118;01.04;02.09
2022-07;Dubailand;Dubailand;TRUE;207;2232;9,58;13;105;46;35;01.04;02.09
2022-08;Dubailand;Dubailand;TRUE;212;2286;9,92;14;147;41;48;01.04;02.09
2022-09;Dubailand;Dubailand;TRUE;205;2212;9,71;13;126;9;68;01.04;02.09
2022-10;Dubailand;Dubailand;TRUE;213;2291;9,67;14;123;48;30;04.04;05.09
2022-11;Dubailand;Dubailand;TRUE;222;2388;10,46;14;64;67;119;04.04;05.09
2022-12;Dubailand;Dubailand;TRUE;232;2495;10,63;15;72;12;47;04.04;05.09
2023-01;Dubailand;Dubailand;TRUE;221;2383;10,29;14;139;64;59;04.04;05.09
2023-02;Dubailand;Dubailand;TRUE;234;2515;10,92;15;43;28;96;04.04;05.09
2023-03;Dubailand;Dubailand;TRUE;237;2547;10,58;15;73;74;108;04.04;05.09
2023-04;Dubailand;Dubailand;TRUE;245;2637;11,00;16;112;61;41;04.04;05.09
2023-05;Dubailand;Dubailand;TRUE;241;2590;11,17;16;141;36;95;04.04;05.09
2023-06;Dubailand;Dubailand;TRUE;265;2850;12,00;17;171;64;92;04.04;05.09
2023-07;Dubailand;Dubailand;TRUE;246;2648;11,63;16;145;25;85;05.04;06.09
2023-08;Dubailand;Dubailand;TRUE;259;2787;11,67;17;176;41;54;05.04;06.09
2023-09;Dubailand;Dubailand;TRUE;260;2796;11,54;17;74;7;95;05.04;06.09
2023-10;Dubailand;Dubailand;TRUE;272;2932;12,08;18;35;77;82;05.04;06.09
2023-11;Dubailand;Dubailand;TRUE;260;2801;11,75;17;154;53;27;05.04;06.09
2023-12;Dubailand;Dubailand;TRUE;258;2772;11,92;17;87;17;25;05.04;06.09
2024-01;Dubailand;Dubailand;TRUE;271;2917;12,71;18;17;59;18;05.04;06.09
2024-02;Dubailand;Dubailand;TRUE;277;2986;12,83;18;155;46;27;05.04;06.09
2024-03;Dubailand;Dubailand;TRUE;262;2822;12,29;17;146;35;83;05.04;06.09
2024-04;Dubailand;Dubailand;TRUE;265;2858;12,04;17;41;39;98;05.04;06.09
2024-05;Dubailand;Dubailand;TRUE;268;2890;12,13;17;77;60;85;05.04;06.09
2024-06;Dubailand;Dubailand;TRUE;258;2781;11,58;17;125;13;85;05.04;06.09
2024-07;Dubailand;Dubailand;TRUE;270;2904;12,21;18;136;79;111;0,211805556;06.15
2024-08;Dubailand;Dubailand;TRUE;258;2772;11,67;17;21;63;103;0,211805556;06.15
2024-09;Dubailand;Dubailand;TRUE;248;2674;11,75;16;128;11;15;0,211805556;06.15
2024-10;Dubailand;Dubailand;TRUE;257;2770;11,58;17;151;63;83;0,211805556;06.15
2024-11;Dubailand;Dubailand;TRUE;263;2829;12,08;17;135;31;84;0,211805556;06.15
2024-12;Dubailand;Dubailand;TRUE;258;2775;11,88;17;178;25;101;0,211805556;06.15
2025-01;Dubailand;Dubailand;TRUE;254;2731;11,50;16;137;73;66;0,211805556;06.15
2025-02;Dubailand;Dubailand;TRUE;255;2748;11,46;17;102;71;67;0,211805556;06.15
2025-03;Dubailand;Dubailand;TRUE;254;2739;11,54;17;101;61;105;0,211805556;06.15
2025-04;Dubailand;Dubailand;TRUE;255;2750;11,75;17;126;38;111;0,211805556;06.15
2025-05;Dubailand;Dubailand;TRUE;260;2803;11,42;17;107;27;51;0,211805556;06.15
2025-06;Dubailand;Dubailand;TRUE;262;2824;11,88;17;108;12;109;0,211805556;06.15
2025-07;Dubailand;Dubailand;TRUE;248;2668;11,17;16;22;59;28;04.00;05.05
2025-08;Dubailand;Dubailand;TRUE;270;2906;12,25;18;74;54;60;04.00;05.05
2025-09;Dubailand;Dubailand;TRUE;255;2747;11,63;17;100;11;113;04.00;05.05
2025-10;Dubailand;Dubailand;TRUE;254;2733;11,83;17;85;16;81;04.00;05.05
2025-11;Dubailand;Dubailand;TRUE;245;2634;11,04;16;68;58;11;04.00;05.05
2025-12;Dubailand;Dubailand;TRUE;261;2807;11,83;17;103;48;47;04.00;05.05
2026-01;Dubailand;Dubailand;TRUE;266;2865;12,08;17;95;7;113;04.00;05.05
2026-02;Dubailand;Dubailand;TRUE;260;2793;11,71;17;76;65;77;04.00;05.05
2026-03;Dubailand;Dubailand;TRUE;262;2818;12,13;17;70;73;47;04.00;05.05
2026-04;Dubailand;Dubailand;TRUE;253;2721;11,50;16;126;10;23;04.00;05.05
2020-01;Town Square;Nshama;TRUE;155;1667;7,17;10;40;16;45;01.05;03.00
2020-02;Town Square;Nshama;TRUE;163;1755;7,42;11;56;13;99;01.05;03.00
2020-03;Town Square;Nshama;TRUE;152;1635;6,88;10;130;54;102;01.05;03.00
2020-04;Town Square;Nshama;TRUE;156;1684;6,92;10;73;53;96;00.04;01.09
2020-05;Town Square;Nshama;TRUE;162;1741;7,63;11;100;42;58;00.04;01.09
2020-06;Town Square;Nshama;TRUE;151;1630;6,75;10;17;52;93;00.04;01.09
2020-07;Town Square;Nshama;TRUE;150;1613;6,79;10;128;15;118;00.04;01.09
2020-08;Town Square;Nshama;TRUE;145;1557;7,04;9;21;16;22;00.04;01.09
2020-09;Town Square;Nshama;TRUE;142;1524;6,63;9;127;30;70;00.04;01.09
2020-10;Town Square;Nshama;TRUE;148;1593;6,96;10;102;60;78;00.04;01.09
2020-11;Town Square;Nshama;TRUE;143;1537;6,38;9;46;63;11;00.04;01.09
2020-12;Town Square;Nshama;TRUE;150;1617;7,13;10;54;56;36;00.04;01.09
2021-01;Town Square;Nshama;TRUE;157;1687;7,00;10;151;31;66;00.04;01.09
2021-02;Town Square;Nshama;TRUE;155;1668;6,63;10;107;5;20;00.04;01.09
2021-03;Town Square;Nshama;TRUE;163;1756;7,50;11;73;33;87;00.04;01.09
2021-04;Town Square;Nshama;TRUE;162;1745;7,21;11;30;66;66;00.04;01.09
2021-05;Town Square;Nshama;TRUE;159;1712;7,21;10;44;5;29;00.04;01.09
2021-06;Town Square;Nshama;TRUE;163;1752;7,83;11;64;6;112;00.04;01.09
2021-07;Town Square;Nshama;TRUE;172;1849;7,96;11;112;75;68;00.04;01.09
2021-08;Town Square;Nshama;TRUE;169;1819;7,46;11;150;70;30;00.04;01.09
2021-09;Town Square;Nshama;TRUE;177;1901;8,38;11;77;65;111;00.04;01.09
2021-10;Town Square;Nshama;TRUE;176;1891;7,83;11;71;58;100;00.04;01.09
2021-11;Town Square;Nshama;TRUE;181;1952;7,83;12;74;15;72;00.04;01.09
2021-12;Town Square;Nshama;TRUE;185;1991;8,21;12;165;55;91;00.04;01.09
2022-01;Town Square;Nshama;TRUE;194;2085;8,92;13;73;26;57;00.04;01.09
2022-02;Town Square;Nshama;TRUE;191;2057;8,83;12;140;6;69;00.04;01.09
2022-03;Town Square;Nshama;TRUE;198;2136;9,33;13;45;78;71;00.04;01.09
2022-04;Town Square;Nshama;TRUE;210;2258;9,63;14;158;65;57;01.04;02.09
2022-05;Town Square;Nshama;TRUE;202;2173;9,38;13;31;12;76;01.04;02.09
2022-06;Town Square;Nshama;TRUE;212;2278;9,42;14;155;66;98;01.04;02.09
2022-07;Town Square;Nshama;TRUE;219;2361;10,08;14;17;70;86;01.04;02.09
2022-08;Town Square;Nshama;TRUE;221;2381;10,58;14;23;14;108;01.04;02.09
2022-09;Town Square;Nshama;TRUE;234;2515;10,54;15;38;8;31;01.04;02.09
2022-10;Town Square;Nshama;TRUE;235;2531;10,29;15;114;50;38;04.04;05.09
2022-11;Town Square;Nshama;TRUE;230;2476;10,46;15;60;50;92;04.04;05.09
2022-12;Town Square;Nshama;TRUE;237;2556;10,83;15;45;40;24;04.04;05.09
2023-01;Town Square;Nshama;TRUE;244;2622;11,42;16;99;34;68;04.04;05.09
2023-02;Town Square;Nshama;TRUE;251;2701;11,17;16;147;62;117;04.04;05.09
2023-03;Town Square;Nshama;TRUE;244;2630;10,88;16;172;48;39;04.04;05.09
2023-04;Town Square;Nshama;TRUE;250;2688;11,83;16;50;24;37;04.04;05.09
2023-05;Town Square;Nshama;TRUE;258;2772;12,54;17;16;35;110;04.04;05.09
2023-06;Town Square;Nshama;TRUE;263;2834;11,71;17;62;75;59;04.04;05.09
2023-07;Town Square;Nshama;TRUE;250;2688;11,63;16;79;66;100;05.04;06.09
2023-08;Town Square;Nshama;TRUE;266;2865;12,00;17;25;79;53;05.04;06.09
2023-09;Town Square;Nshama;TRUE;284;3055;13,25;18;158;56;40;05.04;06.09
2023-10;Town Square;Nshama;TRUE;264;2842;12,63;17;95;75;65;05.04;06.09
2023-11;Town Square;Nshama;TRUE;286;3078;13,25;19;102;21;33;05.04;06.09
2023-12;Town Square;Nshama;TRUE;276;2967;12,54;18;66;41;83;05.04;06.09
2024-01;Town Square;Nshama;TRUE;275;2964;12,42;18;105;55;75;05.04;06.09
2024-02;Town Square;Nshama;TRUE;273;2940;12,75;18;56;27;99;05.04;06.09
2024-03;Town Square;Nshama;TRUE;280;3017;12,50;18;99;67;105;05.04;06.09
2024-04;Town Square;Nshama;TRUE;272;2923;12,58;18;44;75;87;05.04;06.09
2024-05;Town Square;Nshama;TRUE;279;3000;12,50;18;178;73;94;05.04;06.09
2024-06;Town Square;Nshama;TRUE;266;2862;12,33;17;33;24;76;05.04;06.09
2024-07;Town Square;Nshama;TRUE;269;2894;11,46;17;92;5;45;0,211805556;06.15
2024-08;Town Square;Nshama;TRUE;267;2869;12,17;17;42;79;14;0,211805556;06.15
2024-09;Town Square;Nshama;TRUE;273;2937;12,50;18;89;58;95;0,211805556;06.15
2024-10;Town Square;Nshama;TRUE;269;2896;12,63;17;150;21;98;0,211805556;06.15
2024-11;Town Square;Nshama;TRUE;258;2780;12,25;17;79;40;46;0,211805556;06.15
2024-12;Town Square;Nshama;TRUE;271;2918;12,54;18;35;69;97;0,211805556;06.15
2025-01;Town Square;Nshama;TRUE;272;2931;12,50;18;50;17;57;0,211805556;06.15
2025-02;Town Square;Nshama;TRUE;268;2884;12,58;17;155;54;12;0,211805556;06.15
2025-03;Town Square;Nshama;TRUE;274;2953;12,88;18;37;19;59;0,211805556;06.15
2025-04;Town Square;Nshama;TRUE;265;2858;11,96;17;144;31;72;0,211805556;06.15
2025-05;Town Square;Nshama;TRUE;273;2933;12,21;18;138;42;102;0,211805556;06.15
2025-06;Town Square;Nshama;TRUE;267;2871;12,21;17;98;44;94;0,211805556;06.15
2025-07;Town Square;Nshama;TRUE;254;2735;11,50;17;50;42;26;04.00;05.05
2025-08;Town Square;Nshama;TRUE;265;2858;12,58;17;99;54;104;04.00;05.05
2025-09;Town Square;Nshama;TRUE;266;2858;12,13;17;58;24;11;04.00;05.05
2025-10;Town Square;Nshama;TRUE;272;2928;12,42;18;59;28;102;04.00;05.05
2025-11;Town Square;Nshama;TRUE;270;2902;12,00;18;139;46;47;04.00;05.05
2025-12;Town Square;Nshama;TRUE;261;2805;11,63;17;50;42;35;04.00;05.05
2026-01;Town Square;Nshama;TRUE;265;2855;13,13;17;55;46;119;04.00;05.05
2026-02;Town Square;Nshama;TRUE;273;2942;12,54;18;145;24;16;04.00;05.05
2026-03;Town Square;Nshama;TRUE;265;2852;11,83;17;94;28;22;04.00;05.05
2026-04;Town Square;Nshama;TRUE;271;2921;12,33;18;21;12;118;04.00;05.05
2020-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;282;3033;13,04;18;61;19;103;01.05;03.00
2020-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;276;2972;12,54;18;87;67;70;01.05;03.00
2020-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;283;3046;13,46;18;137;70;116;01.05;03.00
2020-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;291;3130;13,33;19;144;58;23;00.04;01.09
2020-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;291;3128;12,92;19;109;42;28;00.04;01.09
2020-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;281;3028;12,75;18;59;53;47;00.04;01.09
2020-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;277;2978;12,50;18;26;38;42;00.04;01.09
2020-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;269;2896;12,29;17;18;56;33;00.04;01.09
2020-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;259;2784;11,71;17;108;34;113;00.04;01.09
2020-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;262;2824;12,08;17;123;78;21;00.04;01.09
2020-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;267;2871;11,96;17;147;75;93;00.04;01.09
2020-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;275;2963;12,17;18;59;72;35;00.04;01.09
2021-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;277;2980;11,75;18;119;76;116;00.04;01.09
2021-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;293;3153;14,04;19;90;77;103;00.04;01.09
2021-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;293;3159;13,46;19;117;24;114;00.04;01.09
2021-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;292;3143;13,92;19;53;43;79;00.04;01.09
2021-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;300;3231;13,42;20;43;6;61;00.04;01.09
2021-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;301;3238;13,50;20;49;49;63;00.04;01.09
2021-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;312;3361;14,50;20;50;67;72;00.04;01.09
2021-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;309;3322;14,13;20;60;59;39;00.04;01.09
2021-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;314;3385;14,21;20;109;60;55;00.04;01.09
2021-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;311;3343;14,71;20;170;5;51;00.04;01.09
2021-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;336;3621;14,88;22;177;77;24;00.04;01.09
2021-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;337;3632;15,04;22;50;47;88;00.04;01.09
2022-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;360;3874;16,17;23;163;73;94;00.04;01.09
2022-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;385;4143;17,92;25;141;41;33;00.04;01.09
2022-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;361;3886;16,71;23;64;59;111;00.04;01.09
2022-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;389;4190;17,33;25;45;18;11;01.04;02.09
2022-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;405;4363;18,33;26;151;43;83;01.04;02.09
2022-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;408;4395;19,17;27;25;16;63;01.04;02.09
2022-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;403;4334;18,75;26;168;72;73;01.04;02.09
2022-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;404;4351;18,75;26;65;49;118;01.04;02.09
2022-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;433;4658;20,42;28;179;37;85;01.04;02.09
2022-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;420;4524;19,83;27;176;57;22;04.04;05.09
2022-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;420;4523;19,75;27;167;11;103;04.04;05.09
2022-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;437;4706;20,13;28;108;46;40;04.04;05.09
2023-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;455;4901;20,92;30;137;36;80;04.04;05.09
2023-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;447;4812;20,50;29;137;12;90;04.04;05.09
2023-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;460;4947;20,79;30;157;19;69;04.04;05.09
2023-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;446;4800;18,92;29;128;35;40;04.04;05.09
2023-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;470;5056;21,13;31;24;52;80;04.04;05.09
2023-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;471;5069;21,38;31;81;50;35;04.04;05.09
2023-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;500;5380;23,38;32;47;39;87;05.04;06.09
2023-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;492;5295;21,54;32;164;24;70;05.04;06.09
2023-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;515;5542;23,75;33;19;8;33;05.04;06.09
2023-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;536;5766;24,33;35;27;25;82;05.04;06.09
2023-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;515;5548;23,50;34;56;58;74;05.04;06.09
2023-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;504;5422;22,79;33;31;5;30;05.04;06.09
2024-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;499;5366;23,08;32;108;50;22;05.04;06.09
2024-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;535;5755;24,54;35;143;58;21;05.04;06.09
2024-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;511;5498;23,25;33;112;28;10;05.04;06.09
2024-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;499;5372;23,92;32;109;63;65;05.04;06.09
2024-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;501;5388;23,04;33;167;31;76;05.04;06.09
2024-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;498;5363;23,04;32;94;19;49;05.04;06.09
2024-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;496;5342;23,42;32;50;37;77;0,211805556;06.15
2024-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;516;5559;23,21;34;55;47;103;0,211805556;06.15
2024-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;481;5178;22,25;31;113;25;52;0,211805556;06.15
2024-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;508;5471;22,33;33;92;69;94;0,211805556;06.15
2024-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;513;5524;23,46;33;154;33;11;0,211805556;06.15
2024-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;502;5398;23,00;33;119;26;86;0,211805556;06.15
2025-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;489;5262;22,67;32;121;34;59;0,211805556;06.15
2025-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;500;5381;23,00;32;48;67;14;0,211805556;06.15
2025-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;505;5434;22,58;33;166;52;56;0,211805556;06.15
2025-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;475;5111;20,92;31;54;75;97;0,211805556;06.15
2025-05;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;492;5300;22,08;32;51;68;83;0,211805556;06.15
2025-06;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;501;5389;22,79;33;67;40;112;0,211805556;06.15
2025-07;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;486;5233;21,88;32;91;48;23;04.00;05.05
2025-08;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;488;5250;23,13;32;81;43;67;04.00;05.05
2025-09;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;502;5400;22,79;33;36;50;117;04.00;05.05
2025-10;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;478;5145;22,04;31;177;45;56;04.00;05.05
2025-11;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;493;5304;23,13;32;64;49;39;04.00;05.05
2025-12;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;500;5386;21,92;33;50;32;35;04.00;05.05
2026-01;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;477;5131;21,54;31;81;30;55;04.00;05.05
2026-02;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;500;5384;23,42;33;31;49;32;04.00;05.05
2026-03;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;494;5320;23,13;32;163;69;67;04.00;05.05
2026-04;Tilal Al Ghaf;Tilal Al Ghaf;TRUE;503;5410;23,17;33;74;23;70;04.00;05.05
2020-01;Dubai South;Dubai South;TRUE;124;1333;5,75;8;17;28;88;01.05;03.00
2020-02;Dubai South;Dubai South;TRUE;130;1394;6,04;8;137;51;38;01.05;03.00
2020-03;Dubai South;Dubai South;TRUE;126;1357;5,71;8;20;19;113;01.05;03.00
2020-04;Dubai South;Dubai South;TRUE;127;1365;5,83;8;104;50;104;00.04;01.09
2020-05;Dubai South;Dubai South;TRUE;120;1293;5,54;8;80;13;105;00.04;01.09
2020-06;Dubai South;Dubai South;TRUE;125;1347;5,54;8;121;24;68;00.04;01.09
2020-07;Dubai South;Dubai South;TRUE;121;1304;5,58;8;167;78;51;00.04;01.09
2020-08;Dubai South;Dubai South;TRUE;123;1324;5,63;8;70;71;92;00.04;01.09
2020-09;Dubai South;Dubai South;TRUE;115;1243;5,29;8;115;26;23;00.04;01.09
2020-10;Dubai South;Dubai South;TRUE;118;1269;5,63;8;75;48;65;00.04;01.09
2020-11;Dubai South;Dubai South;TRUE;118;1272;5,58;8;175;30;76;00.04;01.09
2020-12;Dubai South;Dubai South;TRUE;131;1406;5,75;8;60;11;109;00.04;01.09
2021-01;Dubai South;Dubai South;TRUE;123;1323;5,58;8;86;36;110;00.04;01.09
2021-02;Dubai South;Dubai South;TRUE;124;1339;5,67;8;114;47;89;00.04;01.09
2021-03;Dubai South;Dubai South;TRUE;131;1411;6,25;9;156;18;110;00.04;01.09
2021-04;Dubai South;Dubai South;TRUE;131;1405;5,71;8;78;31;57;00.04;01.09
2021-05;Dubai South;Dubai South;TRUE;138;1481;6,13;9;61;72;70;00.04;01.09
2021-06;Dubai South;Dubai South;TRUE;138;1483;6,42;9;154;49;96;00.04;01.09
2021-07;Dubai South;Dubai South;TRUE;139;1493;6,54;9;63;23;109;00.04;01.09
2021-08;Dubai South;Dubai South;TRUE;139;1496;6,46;9;23;63;111;00.04;01.09
2021-09;Dubai South;Dubai South;TRUE;143;1544;6,50;9;129;57;35;00.04;01.09
2021-10;Dubai South;Dubai South;TRUE;148;1595;7,08;10;53;58;52;00.04;01.09
2021-11;Dubai South;Dubai South;TRUE;152;1639;7,13;10;109;41;70;00.04;01.09
2021-12;Dubai South;Dubai South;TRUE;157;1687;7,00;10;170;11;84;00.04;01.09
